KEY,en,notes,sp,fr,de,it,pt-br,zh
FURNITURE_DESC_WALLMOUNTED_BALLOON4,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MIRROR,鏡子,,Espejo,Miroir,Spiegel,Specchio,Espelho,鏡子
FURNITURE_DESC_WALLMOUNTED_MIRROR,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER1,報紙 A,,Periódicos A,Journeaux&nbsp;A,Zeitung A,Giornali A,Jornais A,報紙 A
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_DRAWING,畫作,,Dibujo,Dessin,Zeichnung,Disegno,Desenho,畫作
FURNITURE_DESC_WALLMOUNTED_PICTURE_DRAWING,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_COWSKULL,掛牆的牛頭骨,,Cráneo de vaca colgado,Crâne de vache mural,Rinderschädel,Teschio di mucca a parete,Crânio de vaca na parede,掛牆的牛頭骨
FURNITURE_DESC_WALLMOUNTED_COWSKULL,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_DEERHEAD,動物標本鹿,,Ciervo disecado,Cerf empaillé,Ausgestopfter Hirsch,Cervo impagliato,Cervo empalhado,動物標本鹿
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_DEERHEAD,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_GUPPY,動物標本古比魚,,Guppy disecado,Guppy empaillé,Ausgestopfter Guppy,Pesce milione impagliato,Guppy empalhado,動物標本古比魚
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_GUPPY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JOLLYROGER,海盜旗,,Bandera pirata,Pavillon pirate,Totenkopf,Jolly Roger,Bandeira de pirata,海盜旗
FURNITURE_DESC_WALLMOUNTED_JOLLYROGER,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_BUGS,動物標本蟲子,,Bichos disecados,Insectes empaillés,Ausgestopfte Käfer,Insetti impagliati,Insetos empalhados,動物標本蟲子
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_BUGS,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_FISH,動物標本鱸魚,,Lubina disecada,Bar empaillé,Ausgestopfter Barsch,Branzino impagliato,Bagre empalhado,動物標本鱸魚
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_FISH,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_INFAMY,臭名昭著的面具,,Máscara infame,Masque d'Infamie,Berüchtigte Maske,"Maschera ""Infamous""",Máscara infame,臭名昭著的面具
FURNITURE_DESC_WALLMOUNTED_MASK_INFAMY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SAFE,牆上保險箱,,Caja fuerte de pared,Coffre-fort mural,Wandsafe,Cassaforte a parete,Cofre de parede,牆上保險箱
FURNITURE_DESC_WALLMOUNTED_SAFE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS1,磚塊 A,,Ladrillos A,Briques&nbsp;A,Ziegel A,Mattoni A,Tijolos A,磚塊 A
FURNITURE_DESC_WALLMOUNTED_BRICKS1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS2,磚塊 B,,Ladrillos B,Briques&nbsp;B,Ziegel B,Mattoni B,Tijolos B,磚塊 B
FURNITURE_DESC_WALLMOUNTED_BRICKS2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS3,磚塊 C,,Ladrillos C,Briques&nbsp;C,Ziegel C,Mattoni C,Tijolos C,磚塊 C
FURNITURE_DESC_WALLMOUNTED_BRICKS3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS4,磚塊 D,,Ladrillos D,Briques&nbsp;D,Ziegel D,Mattoni D,Tijolos D,磚塊 D
FURNITURE_DESC_WALLMOUNTED_BRICKS4,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER2,報紙 B,,Periódicos B,Journaux&nbsp;B,Zeitung B,Giornali B,Jornais B,報紙 B
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CRACK,裂縫,,Grieta,Fissure&nbsp;A,Ein Riss,Una crepa,Rachadura,裂縫
FURNITURE_DESC_WALLMOUNTED_CRACK,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TORCH,火炬,,Antorcha,Torche,Fackel,Torcia,Tocha,火炬
FURNITURE_DESC_WALLMOUNTED_TORCH,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SHRUNKINHEAD,縮小的貓頭,,Cabeza de gato reducida,Tête réduite de chat,Katzenschrumpfkopf,Testa di gatto rimpicciolita,Cabeça de gato encolhida,縮小的貓頭
FURNITURE_DESC_WALLMOUNTED_SHRUNKINHEAD,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CLOUD,雲,,Nube,Nuage,Wolke,Nuvola,Nuvem,雲
FURNITURE_DESC_WALLMOUNTED_CLOUD,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK1,格擋,,Bloque,Bloc,Block,Blocco,Bloco,格擋
FURNITURE_DESC_WALLMOUNTED_BLOCK1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK2,問號方塊,,Bloque sorpresa,Bloc interrogatif,Fragezeichenblock,Blocco punto interrogativo,Bloco de interrogação,問號方塊
FURNITURE_DESC_WALLMOUNTED_BLOCK2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK3,磚塊方塊,,Bloque de ladrillos,Bloc de brique,Ziegelblock,Blocco mattoni,Bloco de tijolos,磚塊方塊
FURNITURE_DESC_WALLMOUNTED_BLOCK3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON5,氣球 D,,Globo D,Ballon&nbsp;D,Ballon D,Palloncino D,Balão D,氣球 D
FURNITURE_DESC_WALLMOUNTED_BALLOON5,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON6,氣球 E,,Globo E,Ballon&nbsp;E,Ballon E,Palloncino E,Balão E,氣球 E
FURNITURE_DESC_WALLMOUNTED_BALLOON6,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON7,氣球 F,,Globo F,Ballon&nbsp;F,Ballon F,Palloncino F,Balão F,氣球 F
FURNITURE_DESC_WALLMOUNTED_BALLOON7,,,,,,,,
FURNITURE_NAME_HANGING_FISH,懸掛式空氣污染器,,Apestador de techo,Viciateur d'air suspendu,Luftentfrischer,Deodorante sospeso,Apodrecedor de ar suspenso,懸掛式空氣污染器
FURNITURE_DESC_HANGING_FISH,,,,,,,,
FURNITURE_NAME_HANGING_CATHEAD,懸掛式空氣清新劑 A,,Ambientador de techo A,Désodorisant suspendu&nbsp;A,Lufterfrischer A,Deodorante per ambienti sospeso A,Aromatizador de ar suspenso A,懸掛式空氣清新劑 A
FURNITURE_DESC_HANGING_CATHEAD,,,,,,,,
FURNITURE_NAME_HANGING_AIRFRESHINER,懸掛式空氣清新劑 B,,Ambientador de techo B,Désodorisant suspendu&nbsp;B,Lufterfrischer B,Deodorante per ambienti sospeso B,Aromatizador de ar suspenso B,懸掛式空氣清新劑 B
FURNITURE_DESC_HANGING_AIRFRESHINER,,,,,,,,
FURNITURE_NAME_CEILING_FAN,吊扇,,Ventilador de techo,Ventilateur de plafond,Deckenventilator,Ventilatore da soffitto,Ventilador de teto,吊扇
FURNITURE_DESC_CEILING_FAN,,,,,,,,
FURNITURE_NAME_CEILING_DISCOBALL,迪斯科球,,Bola de espejos,Boule à facettes,Discokugel,Palla da discoteca,Globo de discoteca,迪斯科球
FURNITURE_DESC_CEILING_DISCOBALL,,,,,,,,
FURNITURE_NAME_CEILING_CAGE,懸掛籠,,Jaula de techo,Cage suspendue,Hängekäfig,Gabbia sospesa,Gaiola pendurada,懸掛籠
FURNITURE_DESC_CEILING_CAGE,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK1,紅色蠟燭 A,,Vela roja A,Bougie rouge&nbsp;A,Rote Kerze A,Candela rossa A,Vela vermelha A,紅色蠟燭 A
FURNITURE_DESC_SMALL_CANDLE_BLACK1,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK2,紅色蠟燭 B,,Vela roja B,Bougie rouge&nbsp;B,Rote Kerze B,Candela rossa B,Vela vermelha B,紅色蠟燭 B
FURNITURE_DESC_SMALL_CANDLE_BLACK2,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK3,小紅色蠟燭 A,,Vela roja pequeña A,Petite bougie rouge&nbsp;A,Kleine rote Kerze A,Candela rossa piccola A,Vela vermelha pequena A,小紅色蠟燭 A
FURNITURE_DESC_SMALL_CANDLE_BLACK3,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK4,小紅色蠟燭 B,,Vela roja pequeña B,Petite bougie rouge&nbsp;B,Kleine rote Kerze B,Candela rossa piccola B,Vela vermelha pequena B,小紅色蠟燭 B
FURNITURE_DESC_SMALL_CANDLE_BLACK4,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE1,小白色蠟燭 A,,Vela blanca pequeña A,Petite bougie blanche&nbsp;A,Kleine weiße Kerze A,Candela bianca piccola A,Vela branca pequena A,小白色蠟燭 A
FURNITURE_DESC_SMALL_CANDLE_WHITE1,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE2,小白色蠟燭 B,,Vela blanca pequeña B,Petite bougie blanche&nbsp;B,Kleine weiße Kerze B,Candela bianca piccola B,Vela branca pequena B,小白色蠟燭 B
FURNITURE_DESC_SMALL_CANDLE_WHITE2,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE3,白色蠟燭 A,,Vela blanca A,Bougie blanche&nbsp;A,Weiße Kerze A,Candela bianca A,Vela branca A,白色蠟燭 A
FURNITURE_DESC_SMALL_CANDLE_WHITE3,,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE4,白色蠟燭 B,,Vela blanca B,Bougie blanche&nbsp;B,Weiße Kerze B,Candela bianca B,Vela branca B,白色蠟燭 B
FURNITURE_DESC_SMALL_CANDLE_WHITE4,,,,,,,,
FURNITURE_NAME_SMALL_VASE1,小花瓶 A,,Jarrón pequeño A,Petit vase&nbsp;A,Kleine Vase A,Vaso piccolo A,Vaso pequeno A,小花瓶 A
FURNITURE_DESC_SMALL_VASE1,,,,,,,,
FURNITURE_NAME_SMALL_VASE2,小花瓶 B,,Jarrón pequeño B,Petit vase&nbsp;B,Kleine Vase B,Vaso piccolo B,Vaso pequeno B,小花瓶 B
FURNITURE_DESC_SMALL_VASE2,,,,,,,,
FURNITURE_NAME_SMALL_VASE3,小花瓶 C,,Jarrón pequeño C,Petit vase&nbsp;C,Kleine Vase C,Vaso piccolo C,Vaso pequeno C,小花瓶 C
FURNITURE_DESC_SMALL_VASE3,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_EGGS,蛋殼,,Cáscaras de huevo,Coquilles d'œuf,Eierschalen,Gusci d'uovo,Cascas de ovo,蛋殼
FURNITURE_DESC_SMALL_TRASH_EGGS,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_APPLE,蘋果核,,Corazón de manzana,Trognon de pomme,Apfelkern,Torsolo di mela,Maçã comida,蘋果核
FURNITURE_DESC_SMALL_TRASH_APPLE,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BONE,骨頭,,Hueso,Os,Knochen,Osso,Osso,骨頭
FURNITURE_DESC_SMALL_TRASH_BONE,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BANANA,香蕉皮,,Piel de plátano,Peau de banane,Bananenschale,Buccia di banana,Casca de banana,香蕉皮
FURNITURE_DESC_SMALL_TRASH_BANANA,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CANS,汽水罐,,Latas de refresco,Cannettes de soda,Limodosen,Lattine di bibite gassate,Latas de refrigerante,汽水罐
FURNITURE_DESC_SMALL_TRASH_CANS,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BREAD,陳舊吐司,,Tostada vieja,Vieille tartine,Alter Toast,Toast vecchio,Torrada velha,陳舊吐司
FURNITURE_DESC_SMALL_TRASH_BREAD,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CUP,湯杯,,Envase de sopa,Soupe instantanée,Suppenbecher,Bicchiere di zuppa,Sopa,湯杯
FURNITURE_DESC_SMALL_TRASH_CUP,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CHEESE,奶酪,,Queso,Fromage,Käse,Formaggio,Queijo,奶酪
FURNITURE_DESC_SMALL_TRASH_CHEESE,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BROKENBOTTLE,小破瓶,,Botella pequeña rota,Petite bouteille cassée,Kleine kaputte Flasche,Bottiglia rotta piccola,Garrafa quebrada pequena,小破瓶
FURNITURE_DESC_SMALL_TRASH_BROKENBOTTLE,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_MILK,空牛奶盒,,Cartón de leche vacío,Brique de lait vide,Leere Milchpackung,Cartone del latte vuoto,Caixa de leite vazia,空牛奶盒
FURNITURE_DESC_SMALL_TRASH_MILK,,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CAN2,汽水罐,,Lata de refresco,Cannette de soda,Limodose,Lattina di bibita gassata,Lata de refrigerante,汽水罐
FURNITURE_DESC_SMALL_TRASH_CAN2,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERYBOTTLE,玻璃瓶,,Botella de cristal,Bouteille en verre,Glasflasche,Bottiglia di vetro,Garrafa de vidro,玻璃瓶
FURNITURE_DESC_SMALL_MEDS_MYSTERYBOTTLE,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_COUGHSYRUP,止咳糖漿,,Jarabe antitusivo,Sirop pour la toux,Hustensaft,Sciroppo per la tosse,Xarope de tosse,止咳糖漿
FURNITURE_DESC_SMALL_MEDS_COUGHSYRUP,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS1,藥瓶,,Bote de pastillas,Flacon de pilules,Pillendose,Flacone di pillole,Frasco de pílulas,藥瓶
FURNITURE_DESC_SMALL_MEDS_PILLS1,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS2,小藥丸瓶,,Bote pequeño de pastillas,Petit flacon de pilules,Kleine Pillendose,Flaconcino di pillole,Frasco de pílulas pequena,小藥丸瓶
FURNITURE_DESC_SMALL_MEDS_PILLS2,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERY2,神祕藥物,,Medicina misteriosa,Médicament mystère,Mysteriöse Medizin,Medicina misteriosa,Remédio misterioso,神祕藥物
FURNITURE_DESC_SMALL_MEDS_MYSTERY2,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_FISHOIL,魚油,,Aceite de pescado,Huile de poisson,Fischöl,Olio di pesce,Óleo de peixe,魚油
FURNITURE_DESC_SMALL_MEDS_FISHOIL,,,,,,,,
FURNITURE_NAME_SMALL_MEDS_CATHEARTS,貓心罐頭,,Lata de corazones de gato,Boîte de cœurs de chat,Dose mit Katzenherzen,Lattina di cuori di gatto,Lata de corações de gato,貓心罐頭
FURNITURE_DESC_SMALL_MEDS_CATHEARTS,,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_EMPTY,空瓶子,,Botella vacía,Bouteille vide,Leere Flasche,Bottiglia vuota,Garrafa vazia,空瓶子
FURNITURE_DESC_SMALL_BOTTLE_EMPTY,,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_FULL,瓶子,,Botella,Bouteille,Flasche,Bottiglia,Garrafa,瓶子
FURNITURE_DESC_SMALL_BOTTLE_FULL,,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_2BOTTLES,發光的瓶子,,Botella resplandeciente,Bouteille lumineuse,Leuchtende Flasche,Bottiglia luminescente,Garrafa brilhante,發光的瓶子
FURNITURE_DESC_SMALL_BOTTLE_2BOTTLES,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DARKCAT,基礎貓咪搖頭娃娃,,Muñeco de gato básico,Figurine bobble chat de base,Katzenwackelkopf,Bobblehead gatto base,Bobblehead de gato básico,基礎貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_DARKCAT,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GUPPY,古比貓咪搖頭娃娃,,Muñeco de Guppy,Figurine bobble chat guppy,Guppy Katzenwackelkopf,Bobblehead gatto Guppy,Bobblehead de gato guppy,古比貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_GUPPY,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MAD,憤怒貓咪搖頭娃娃,,Muñeco de gato enfadado,Figurine bobble chat fâché,Wütender Katzenwackelkopf,Bobblehead gatto arrabbiato,Bobblehead de gato irritado,憤怒貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_MAD,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MONEY,幸運貓咪搖頭娃娃,,Muñeco de gato afortunado,Figurine bobble chat chanceux,Glücklicher Katzenwackelkopf,Bobblehead gatto fortunato,Bobblehead de gato da sorte,幸運貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_MONEY,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_HAPPY,快樂貓咪搖頭娃娃,,Muñeco de gato feliz,Figurine bobble chat heureux,Fröhlicher Katzenwackelkopf,Bobblehead gatto felice,Bobblehead de gato feliz,快樂貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_HAPPY,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DAN,Synj貓咪搖頭娃娃,,Muñeco de Synj,Figurine bobble chat Synj,Synj-Wackelkopf,Bobblehead gatto Synj,Bobblehead de gato synj,Synj貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_DAN,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ZOMBIE,殭屍貓咪搖頭娃娃,,Muñeco de gatozombi,Figurine bobble chat zombie,Zombie-Katzenwackelkopf,Bobblehead gatto zombie,Bobblehead de gato zumbi,殭屍貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_ZOMBIE,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GRUMP,易怒貓咪搖頭娃娃,,Muñeco gato irascible,Figurine bobble chat grognon,Genervter Katzenwackelkopf,Bobblehead gatto irritabile,Bobblehead de gato irritável,易怒貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_GRUMP,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ALONE,孤獨貓咪搖頭娃娃,,Muñeco de gato solitario,Figurine bobble chat solitaire,Einsame Katze Wackelkopf,Bobblehead gatto solitario,Bobblehead de gato solitário,孤獨貓咪搖頭娃娃
FURNITURE_DESC_SMALL_BOBBLE_ALONE,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_SPOTS,斑點貓手辦,,Muñeco de gato moteado,Figurine bobble chat à pois,Gefleckter Katzenwackelkopf,Bobblehead gatto maculato,Bobblehead de gato pintado,斑點貓手辦
FURNITURE_DESC_SMALL_BOBBLE_SPOTS,,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DEVIL,惡魔貓手辦,,Muñeco de gato diabólico,Figurine bobble chat démoniaque,Teufel-Katzenwackelkopf,Bobblehead gatto demone,Bobblehead de gato demoníaco,惡魔貓手辦
FURNITURE_DESC_SMALL_BOBBLE_DEVIL,,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK1,實驗室坦克 A,,Tanque de laboratorio A,Réservoir de labo&nbsp;A,Labortank A,Serbatoio da laboratorio A,Tanque de laboratório A,實驗室坦克 A
FURNITURE_DESC_SMALL_LAB_TANK1,,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK2,實驗室坦克 B,,Tanque de laboratorio B,Réservoir de labo&nbsp;B,Labortank B,Serbatoio da laboratorio B,Tanque de laboratório B,實驗室坦克 B
FURNITURE_DESC_SMALL_LAB_TANK2,,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG1,實驗室壺 A,,Frasco de laboratorio A,Pot de labo&nbsp;A,Laborkrug A,Brocca da laboratorio A,Vidro de laboratório A,實驗室壺 A
FURNITURE_DESC_SMALL_LAB_JUG1,,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG2,實驗室壺 B,,Frasco de laboratorio B,Pot de labo&nbsp;B,Laborkrug B,Brocca da laboratorio B,Vidro de laboratório B,實驗室壺 B
FURNITURE_DESC_SMALL_LAB_JUG2,,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG3,漂白壺,,Bote de lejía,Bouteille de javel,Krug mit Bleiche,Brocca di candeggina,Vidro de água sanitária,漂白壺
FURNITURE_DESC_SMALL_LAB_JUG3,,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE,試管,,Tubo de ensayo,Tube à essai,Reagenzglas,Provetta,Tubo de ensaio,試管
FURNITURE_DESC_SMALL_LAB_TESTTUBE,,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE2,試管們,,Tubos de ensayo,Tubes à essai,Reagenzgläser,Provette,Tubos de ensaio,試管們
FURNITURE_DESC_SMALL_LAB_TESTTUBE2,,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK,沸騰燒瓶,,Matraz de bola,Ballon d'ébullition,Kochkolben,Beuta da ebollizione,Balão de ebulição,沸騰燒瓶
FURNITURE_DESC_SMALL_LAB_FLASK,,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK2,錐形瓶,,Matraz Erlenmeyer,Vase d'Erlenmeyer,Erlenmeyerkolben,Beuta di Erlenmeyer,Frasco Erlenmeyer,錐形瓶
FURNITURE_DESC_SMALL_LAB_FLASK2,,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK3,小燒杯,,Matraz pequeño,Petit bécher,Kleines Becherglas,Becher piccolo,Béquer pequeno,小燒杯
FURNITURE_DESC_SMALL_LAB_FLASK3,,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK4,圓底燒瓶,,Matraz de destilación,Ballon à fond rond,Kolben,Beuta a fondo tondo,Balão de fundo redondo,圓底燒瓶
FURNITURE_DESC_SMALL_LAB_FLASK4,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ROOT,曼德拉草根,,Raíz de mandrágora,Racine de mandragore,Alraunwurzel,Radice di mandragora,Raiz de mandrágora,曼德拉草根
FURNITURE_DESC_SMALL_FOOD_ROOT,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_LEMON,檸檬,,Limón,Citron,Zitrone,Limone,Limão,檸檬
FURNITURE_DESC_SMALL_FOOD_LEMON,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ORANGE,橙子,,Naranja,Orange,Orange,Arancia,Laranja,橙子
FURNITURE_DESC_SMALL_FOOD_ORANGE,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_RADISH,蘿蔔,,Rábano,Radis,Radieschen,Ravanello,Rabanete,蘿蔔
FURNITURE_DESC_SMALL_FOOD_RADISH,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ONION,洋蔥,,Cebolla,Oignon,Zwiebel,Cipolla,Cebola,洋蔥
FURNITURE_DESC_SMALL_FOOD_ONION,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_APPLE,蘋果,,Manzana,Pomme,Apfel,Mela,Maçã,蘋果
FURNITURE_DESC_SMALL_FOOD_APPLE,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_SQUASH,南瓜,,Calabacín,Courge,Kürbis,Zucca,Jerimum,南瓜
FURNITURE_DESC_SMALL_FOOD_SQUASH,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_EGGPLANT,茄子,,Berenjena,Aubergine,Aubergine,Melanzana,Beringela,茄子
FURNITURE_DESC_SMALL_FOOD_EGGPLANT,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_BROCCOLI,西蘭花,,Brócoli,Brocoli,Brokkoli,Broccolo,Brócolis,西蘭花
FURNITURE_DESC_SMALL_FOOD_BROCCOLI,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PUMPKIN,南瓜,,Calabaza,Citrouille,Kürbis,Zucca,Abóbora,南瓜
FURNITURE_DESC_SMALL_FOOD_PUMPKIN,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PINEAPPLE,菠蘿,,Piña,Ananas,Ananas,Ananas,Abacaxi,菠蘿
FURNITURE_DESC_SMALL_FOOD_PINEAPPLE,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_POTATO,土豆,,Patata,Pomme de terre,Kartoffel,Patata,Batata,土豆
FURNITURE_DESC_SMALL_FOOD_POTATO,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STACY,Stacy 毛絨玩具,,Peluche de Stacy,Peluche Stacy,Stacy-Plüschtier,Peluche di Stacy,Pelúcia Stacy,Stacy 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_STACY,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_AETHER,Aether 毛絨玩具,,Peluche etéreo,Peluche Aether,Aether-Plüschtier,Peluche di Aether,Pelúcia Aether,Aether 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_AETHER,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_DUKE,Duke of Flies 毛絨玩具,,Peluche del duque de las moscas,Peluche Duc des Mouches,Herzog der Fliegen-Plüschtier,Peluche del Duca delle Mosche,Pelúcia Duque das Moscas,Duke of Flies 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_DUKE,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GUPPY,Guppy 毛絨玩具,,Peluche de Guppy,Peluche Guppy,Guppy-Plüschtier,Peluche di Guppy,Pelúcia Guppy,Guppy 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_GUPPY,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GISH,Gish 毛絨玩具,,Peluche de Gish,Peluche Gish,Gish-Plüschtier,Peluche di Gish,Pelúcia Gish,Gish 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_GISH,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_ISAAC,Isaac 毛絨玩具,,Peluche de Isaac,Peluche Isaac,Isaac-Plüschtier,Peluche di Isaac,Pelúcia Isaac,Isaac 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_ISAAC,,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STEVEN,Steven 毛絨玩具,,Peluche de Steven,Peluche Steven,Steven-Plüschtier,Peluche di Steven,Pelúcia Steven,Steven 毛絨玩具
FURNITURE_DESC_SMALL_DOLL_STEVEN,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMESYSTEM,遊戲系統,,Videoconsola,Console de jeu,Spielkonsole,Console di gioco,Console,遊戲系統
FURNITURE_DESC_SMALL_ELECTRONICS_GAMESYSTEM,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMEPAD,遊戲手柄,,Mando,Manette,Controller,Controller,Controle,遊戲手柄
FURNITURE_DESC_SMALL_ELECTRONICS_GAMEPAD,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_SPEAKER,小揚聲器,,Altavoz pequeño,Petite enceinte,Kleiner Lautsprecher,Altoparlante piccolo,Alto-falante pequeno,小揚聲器
FURNITURE_DESC_SMALL_ELECTRONICS_SPEAKER,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOUSE,鼠標,,Ratón,Souris,Maus,Mouse,Mouse,鼠標
FURNITURE_DESC_SMALL_ELECTRONICS_MOUSE,,,,,,,,
